Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,brand,name,description,price,currency,scraped_at,section,Revenue,Scraped Month
111521,Front of Store,Yes,Clothing,Yes,2553,Zara,WASHED TECHNICAL JACKET,Jacket made of technical fabric. High collar and long sleeves with adjustable cuffs with snap button straps. Flap patch pockets at hip. Adjustable drawstring hem. Washed effect. Front zip hidden by a snap button flap.,99.9,USD,2024-02-19 08:51:08.034717,man,255044.7,2024-02
120228,End-cap,No,Clothing,No,2347,Zara,100% FEATHER FILL PUFFER JACKET,Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.,89.9,USD,2024-02-19 08:51:09.075286,man,210995.30000000002,2024-02
133078,Aisle,No,Clothing,Yes,2535,Zara,PADDED BOMBER JACKET,Jacket made of technical fabric with lightly padded interior. Rib elastic collar and long sleeves. Zip pockets at hip. Elastic hem. Front zip closure.,69.9,USD,2024-02-19 08:51:09.691591,man,177196.5,2024-02
137598,Aisle,No,Clothing,Yes,2839,Zara,POCKET JACKET,Regular fit jacket with lapel collar and long sleeves. Patch pockets at chest and hip. Front button closure.,139.0,USD,2024-02-19 08:51:16.093596,man,394621.0,2024-02
138779,Front of Store,Yes,Clothing,Yes,2801,Zara,SLIM FIT SUIT JACKET,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,139.0,USD,2024-02-19 08:51:16.538826,man,389339.0,2024-02
198329,Front of Store,Yes,Clothing,Yes,628,Zara,MIXED COLLAR JACKET,Jacket made of technical fabric with lightly padded interior. Rib high collar. Long sleeves with elastic cuffs. Patch pockets at hip. Front zip closure.,109.0,USD,2024-02-19 08:51:16.995121,man,68452.0,2024-02
110295,End-cap,Yes,Clothing,No,1448,Zara,HOODED DENIM JACKET,Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.,129.0,USD,2024-02-19 08:51:17.402321,man,186792.0,2024-02
196427,Aisle,Yes,Clothing,No,1401,Zara,WAXED EFFECT PLAID JACKET,Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.,169.0,USD,2024-02-19 08:51:17.903438,man,236769.0,2024-02
110075,Front of Store,Yes,Clothing,Yes,2185,Zara,WOOL BLEND FELT TEXTURE JACKET,Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.,159.0,USD,2024-02-19 08:51:18.383516,man,347415.0,2024-02
132322,Front of Store,Yes,Clothing,No,2135,Zara,PRINTED DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and short sleeves. Front snap button closure.,12.99,USD,2024-02-19 08:51:30.601748,man,27733.65,2024-02
199631,Front of Store,Yes,Clothing,No,1269,Zara,STRUCTURED TWILL OVERSHIRT,Regular fit overshirt made of 22% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Side vents at hem. Front button closure.,89.9,USD,2024-02-19 08:51:31.586576,man,114083.1,2024-02
182306,Front of Store,No,Clothing,No,2805,Zara,COTTON OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and side hip pockets. Front button closure.,89.9,USD,2024-02-19 08:51:32.152112,man,252169.50000000003,2024-02
194915,Aisle,Yes,Clothing,No,1796,Zara,REVERSIBLE PLAID OVERSHIRT,Relaxed fit reversible overshirt. Italian collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,79.9,USD,2024-02-19 08:51:32.570179,man,143500.40000000002,2024-02
131298,End-cap,Yes,Clothing,No,2133,Zara,PLAID OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect. Front button closure.,69.9,USD,2024-02-19 08:51:33.175357,man,149096.7,2024-02
168571,Aisle,No,Clothing,No,1778,Zara,POCKET OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with adjustable button cuffs. Welt pockets at hip. Front zip hidden by a snap button flap.,89.9,USD,2024-02-19 08:51:33.607793,man,159842.2,2024-02
154224,End-cap,Yes,Clothing,No,2474,Zara,100% LINEN OVERSHIRT,Relaxed fit overshirt made of linen fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,89.9,USD,2024-02-19 08:51:34.039876,man,222412.6,2024-02
171061,Aisle,No,Clothing,Yes,2032,Zara,PLAID OVERSHIRT,Relaxed fit overshirt made of viscose blend fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,2024-02-19 08:51:34.443542,man,121716.8,2024-02
119049,Aisle,No,Clothing,Yes,1659,Zara,POCKET DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Washed effect. Front button closure.,89.9,USD,2024-02-19 08:51:35.399786,man,149144.1,2024-02
158781,End-cap,Yes,Clothing,Yes,2443,Zara,FAUX SUEDE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves. Chest patch pocket. Front snap button closure.,69.9,USD,2024-02-19 08:51:35.881086,man,170765.7,2024-02
151438,Aisle,No,Clothing,Yes,1137,Zara,PLAID OVERSHIRT,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Front zip closure.,69.9,USD,2024-02-19 08:51:36.352963,man,79476.3,2024-02
152871,End-cap,No,Clothing,Yes,1847,Zara,TEXTURED POCKET OVERSHIRT,Overshirt made of diagonal textured cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,69.9,USD,2024-02-19 08:51:36.786369,man,129105.30000000002,2024-02
126806,End-cap,Yes,Clothing,Yes,2404,Zara,POCKET OVERSHIRT,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,109.0,USD,2024-02-19 08:51:37.296998,man,262036.0,2024-02
134104,End-cap,No,Clothing,Yes,1466,Zara,OVERSHIRT,Relaxed fit overshirt made of stretch fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,2024-02-19 08:51:37.741280,man,87813.4,2024-02
120266,Front of Store,No,Clothing,No,2328,Zara,PLAID OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Irregular trim. Front button closure.,59.9,USD,2024-02-19 08:51:38.232540,man,139447.19999999998,2024-02
173550,End-cap,No,Clothing,Yes,1431,Zara,POCKET OVERSHIRT,Overshirt with lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,59.9,USD,2024-02-19 08:51:38.734215,man,85716.9,2024-02
175927,End-cap,No,Clothing,Yes,1506,Zara,ZIPPERED WOOL BLEND OVERSHIRT,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,109.0,USD,2024-02-19 08:51:39.179120,man,164154.0,2024-02
154278,End-cap,No,Clothing,Yes,2749,Zara,GEOMETRIC JACQUARD OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,89.9,USD,2024-02-19 08:51:39.644283,man,247135.1,2024-02
183537,Front of Store,Yes,Clothing,Yes,2434,Zara,PAINT PRINT OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with snap button cuffs. Chest patch pockets. Side vents at hem. Front snap button closure.,19.99,USD,2024-02-19 08:51:40.120546,man,48655.659999999996,2024-02
150424,Front of Store,No,Clothing,Yes,2067,Zara,PADDED CORDUROY OVERSHIRT,Overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and in-seam pockets at side hip. Front snap button closure.,79.9,USD,2024-02-19 08:51:40.636181,man,165153.30000000002,2024-02
183825,Aisle,Yes,Clothing,Yes,2989,Zara,PLAID TIE DYE OVERSHIRT,Regular fit overshirt made of cotton. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,19.99,USD,2024-02-19 08:51:41.127759,man,59750.10999999999,2024-02
144012,Front of Store,Yes,Clothing,No,743,Zara,OVERSHIRT WITH CONTRASTING TOPSTITCHING,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Contrasting topstitching all over the garment. Front button closure.,59.9,USD,2024-02-19 08:51:41.683535,man,44505.7,2024-02
147051,Front of Store,No,Clothing,No,2325,Zara,QUILTED STRUCTURED OVERSHIRT,Regular fit overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and welt pockets at hip. Front button closure.,109.0,USD,2024-02-19 08:51:42.158903,man,253425.0,2024-02
185800,End-cap,No,Clothing,Yes,1841,Zara,TECHNICAL OVERSHIRT,Regular fit overshirt with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Front button closure.,109.0,USD,2024-02-19 08:51:42.644399,man,200669.0,2024-02
197524,Aisle,Yes,Clothing,Yes,2231,Zara,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,49.9,USD,2024-02-19 08:51:43.194626,man,111326.9,2024-02
148823,Aisle,No,Clothing,Yes,2211,Zara,SUEDE FISHERMAN SANDALS,Fisherman sandals. Made of leather with a suede finish. Crossed straps at front. Buckled ankle strap closure. Slightly chunky soles.,89.9,USD,2024-02-19 09:00:28.426225,man,198768.90000000002,2024-02
114550,End-cap,No,Clothing,No,2114,Zara,ZIPPER MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Front zip closure. Back pull tab for ease. Chunky soles with irregular design.,69.9,USD,2024-02-19 09:00:29.045781,man,147768.6,2024-02
125398,Aisle,Yes,Clothing,Yes,1350,Zara,SUEDE LACELESS SNEAKERS,Slip on sneakers. Made of leather with a suede finish. Upper in a combination of pieces. Chunky sole.,69.9,USD,2024-02-19 09:00:30.065752,man,94365.00000000001,2024-02
123985,End-cap,No,Clothing,No,2240,Zara,MULTICOLOR SNEAKERS,Sneakers. Combination of colors and pieces at upper. Lacing with six pairs of eyelets. Chunky rubber sole with irregular design.,69.9,USD,2024-02-19 09:00:30.885861,man,156576.0,2024-02
186638,End-cap,Yes,Clothing,No,1296,Zara,RETRO RUNNING SNEAKERS,Running shoes. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky lug soles. Retro-inspired design.,59.9,USD,2024-02-19 09:00:31.417902,man,77630.4,2024-02
167281,End-cap,Yes,Clothing,Yes,892,Zara,SUEDE HIGH-TOPS,High top sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Chunky tonal sole.,59.9,USD,2024-02-19 09:00:32.028826,man,53430.799999999996,2024-02
118578,End-cap,No,Clothing,Yes,1678,Zara,SUEDE STRAP SANDALS,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,49.9,USD,2024-02-19 09:00:32.665359,man,83732.2,2024-02
174041,End-cap,No,Clothing,No,2016,Zara,MULTIPIECE SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with seven pairs of eyelets. Chunky sole with a combination of colors. Retro-inspired design.,49.9,USD,2024-02-19 09:00:33.381812,man,100598.4,2024-02
127644,Front of Store,No,Clothing,Yes,1498,Zara,TOPSTITCH SNEAKERS,Sneakers. Pieces and topstitching at upper. Lacing with six pairs of eyelets. Contrasting slightly chunky soles.,45.9,USD,2024-02-19 09:00:34.017423,man,68758.2,2024-02
132007,Aisle,No,Clothing,Yes,2491,Zara,RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and materials. Lacing with seven pairs of eyelets. Quilted back piece. Chunky sole. Retro style.,9.99,USD,2024-02-19 09:00:34.990048,man,24885.09,2024-02
147998,Aisle,No,Clothing,No,2556,Zara,RETRO HIGH TOP SNEAKERS,High-top sneakers. Upper in a combination of pieces. Laces with ten pairs of eyelets. Chunky sole.,9.99,USD,2024-02-19 09:00:36.249339,man,25534.440000000002,2024-02
176666,Aisle,Yes,Clothing,No,2852,Zara,MULTI-PIECED RETRO SNEAKERS,Sneakers. Upper in a combination of pieces and colors. Lacing with six pairs of eyelets. Textured chunky soles. Retro style.,45.9,USD,2024-02-19 09:00:37.077290,man,130906.8,2024-02
193686,Aisle,Yes,Clothing,No,1899,Zara,TASSEL LEATHER LOAFERS,Loafers. Made of leather. Smooth upper with ruching at toe. Decorative fringed tassels at instep. Rounded shape. Welt around upper. Chunky lug soles.,99.9,USD,2024-02-19 09:00:37.630307,man,189710.1,2024-02
163610,Front of Store,Yes,Clothing,No,2466,Zara,MOC-TOE SUEDE BOOTS,Suede leather boots. Ridged seam detail at upper. Lacing with two pairs of eyelets. Welt around upper. Slightly chunky sole.,89.9,USD,2024-02-19 09:00:38.631330,man,221693.40000000002,2024-02
170364,Aisle,No,Clothing,No,818,Zara,STRAP SANDALS,Sandals with two straps. The thin straps hug the instep. Slightly chunky sole.,45.9,USD,2024-02-19 09:00:39.391693,man,37546.2,2024-02
167599,Aisle,No,Clothing,No,1500,Zara,SUEDE RETRO SNEAKERS,Sneakers. Made of leather. Combination of finishes and materials at upper. Lacing with seven pairs of eyelets. Chunky sole in a combination of colors. Retro-inspired design.,59.9,USD,2024-02-19 09:00:40.449320,man,89850.0,2024-02
166421,End-cap,Yes,Clothing,No,2878,Zara,HIKING BOOTS,Lace-up boots. Upper in a combination of pieces and finishes. Laces with metal appliqués and seven pairs of eyelets. Welt detail around upper. Rounded shape. Chunky lug soles.,79.9,USD,2024-02-19 09:00:41.705006,man,229952.2,2024-02
129247,Front of Store,Yes,Clothing,No,2386,Zara,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Laces with five pairs of eyelets. Chunky soles.,69.9,USD,2024-02-19 09:00:42.376148,man,166781.40000000002,2024-02
127314,End-cap,Yes,Clothing,Yes,2076,Zara,FAUX SHEARLING LINED SUEDE BOOTS,Ankle boots. Made of leather with a suede finish. Faux shearling interior and side detail. Rounded shape. Welt around upper. Back pull tab. Chunky lug soles.,99.9,USD,2024-02-19 09:00:43.146819,man,207392.40000000002,2024-02
111979,Front of Store,No,Clothing,No,2734,Zara,CHUNKY SNEAKERS,Sneakers. Upper in a combination of pieces and textures. Shoelaces with six pairs of eyelets at different heights. Chunky irregular design soles. Retro-inspired design.,59.9,USD,2024-02-19 09:00:43.580910,man,163766.6,2024-02
120354,Aisle,Yes,Clothing,No,2836,Zara,DOUBLE STRAP SUEDE SANDALS,Sandals. Made of leather with a suede finish. Two wide straps at instep with buckles. Insole with anatomical shaped footbed. Welt around upper. Chunky lug soles.,59.9,USD,2024-02-19 09:00:44.494819,man,169876.4,2024-02
144848,Front of Store,No,Clothing,No,2193,Zara,CHUNKY SOLE CANVAS LACE-UP BOOTS,High shaft boots. Lacing with eight pairs of eyelets. Back pull tab for ease. Rounded shape. Chunky lug soles.,89.9,USD,2024-02-19 09:00:45.935135,man,197150.7,2024-02
111957,Aisle,Yes,Clothing,No,2164,Zara,SUEDE PENNY LOAFERS,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,89.9,USD,2024-02-19 09:00:46.629270,man,194543.6,2024-02
160763,Front of Store,Yes,Clothing,Yes,991,Zara,ADHERENT STRIPES SNEAKERS,Sneakers. Monochromatic. Upper in a combination of pieces. Closure with three adhesive straps. Slightly chunky sole.,45.9,USD,2024-02-19 09:00:47.161331,man,45486.9,2024-02
168270,End-cap,Yes,Clothing,Yes,1525,Zara,MULTIPIECE SNEAKERS,Running shoes. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Chunky soles with irregular design. Lug soles. Trek style.,69.9,USD,2024-02-19 09:00:47.683414,man,106597.50000000001,2024-02
195082,Front of Store,No,Clothing,No,923,Zara,CHUNKY SOLE HIGH TOP SNEAKERS,High top sneakers. Lacing with nine pairs of eyelets. Contrasting foxing around the upper. Chunky rubberized soles.,69.9,USD,2024-02-19 09:00:48.234772,man,64517.700000000004,2024-02
110329,Front of Store,No,Clothing,Yes,2397,Zara,CONTRAST SOLE LEATHER SNEAKERS,Sneakers. Made of leather. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Rounded shape. Chunky sole.,69.9,USD,2024-02-19 09:00:48.858592,man,167550.30000000002,2024-02
147449,End-cap,No,Clothing,No,1191,Zara,SUEDE RUNNING SNEAKERS,Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.,69.9,USD,2024-02-19 09:00:49.398791,man,83250.90000000001,2024-02
193332,Aisle,Yes,Clothing,No,1237,Zara,WOVEN LEATHER SLIDES,Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.,49.9,USD,2024-02-19 09:00:49.884546,man,61726.299999999996,2024-02
146804,Aisle,Yes,Clothing,No,1504,Zara,SUEDE SNEAKERS,Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.,69.9,USD,2024-02-19 09:00:51.510009,man,105129.6,2024-02
188909,Aisle,Yes,Clothing,Yes,2863,Zara,ASYMMETRIC CROPPED KNIT SWEATER,Woven V-neckline long sleeve sweater. Asymmetric hem.,39.9,USD,2024-02-19 09:10:31.877971,woman,114233.7,2024-02
165910,End-cap,Yes,Clothing,No,2760,Zara,KNIT SWEATER WITH PEARLS,Sweater made with 22% wool and 10% alpaca. Round neck and long sleeves. Faux pearl appliqué.,69.9,USD,2024-02-19 09:10:32.534246,woman,192924.00000000003,2024-02
136738,Front of Store,No,Clothing,Yes,542,Zara,HIGH COLLAR KNIT SWEATER,Sweater with high collar and long sleeves. Front pocket. Side vents at hem. Rib trim.,7.99,USD,2024-02-19 09:10:33.128884,woman,4330.58,2024-02
144497,End-cap,Yes,Clothing,Yes,1105,Zara,STRIPED KNIT SWEATER,Sweater with high collar and long sleeves. Front zip closure.,49.9,USD,2024-02-19 09:10:33.890995,woman,55139.5,2024-02
135036,End-cap,Yes,Clothing,No,1435,Zara,CABLE KNIT METALLIC SWEATER,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,49.9,USD,2024-02-19 09:10:34.521463,woman,71606.5,2024-02
166331,Aisle,Yes,Clothing,Yes,2877,Zara,ASYMMETRICAL WOOL AND SILK BLEND SWEATER,Wool and silk blend sweater. Asymmetric neckline and long sleeves.,59.9,USD,2024-02-19 09:10:35.068338,woman,172332.3,2024-02
139789,Aisle,No,Clothing,Yes,1094,Zara,WOOL AND CASHMERE BLEND RIB SWEATER,Sweater made with 80% wool and 20% cashmere. Round neck and long sleeves.,69.9,USD,2024-02-19 09:10:35.641404,woman,76470.6,2024-02
118569,Aisle,No,Clothing,Yes,994,Zara,ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,Sweater made with 31% wool and 28% alpaca. Round neck and long sleeves.,49.9,USD,2024-02-19 09:10:36.152051,woman,49600.6,2024-02
155848,End-cap,Yes,Clothing,No,1942,Zara,MOCK NECK WOOL AND SILK BLEND KNIT TOP,Wool and silk blend top. High collar and long sleeves.,49.9,USD,2024-02-19 09:10:36.839166,woman,96905.8,2024-02
152563,Front of Store,No,Clothing,Yes,2572,Zara,CASHMERE BLEND KNIT SWEATER,Sweater made with 95% cashmere. V-neck and long sleeves. Rib trim.,169.0,USD,2024-02-19 09:10:37.484871,woman,434668.0,2024-02
115153,Aisle,No,Clothing,No,1736,Zara,ALPACA BLEND OPEN KNIT SWEATER,Sweater made with 63% alpaca. Round neck and long sleeves.,79.9,USD,2024-02-19 09:10:38.362632,woman,138706.40000000002,2024-02
125938,Aisle,Yes,Clothing,Yes,1204,Zara,OVERSIZED KNIT SWEATER,Sweater made with 20% wool and 17% alpaca. Crew neck and long sleeves. Tonal rib trim.,49.9,USD,2024-02-19 09:10:38.884024,woman,60079.6,2024-02
122809,End-cap,No,Clothing,Yes,1592,Zara,WOOL BLEND KNIT SWEATER,Sweater made with 31% wool. Round neck and long sleeves. Rib trim.,49.9,USD,2024-02-19 09:10:39.415761,woman,79440.8,2024-02
181502,Front of Store,Yes,Clothing,No,2591,Zara,SOFT JEWEL SWEATER,Sweater made of soft touch fabric. Round neckline with jewel appliqués and long sleeves.,39.9,USD,2024-02-19 09:10:39.911179,woman,103380.9,2024-02
182779,End-cap,Yes,Clothing,Yes,2097,Zara,FAUX FUR JEWEL SWEATER,Round neck short sleeve sweater. Soft feel faux fur fabric. Jewel appliqués.,35.9,USD,2024-02-19 09:10:40.681401,woman,75282.3,2024-02
155674,Front of Store,No,Clothing,No,897,Zara,METAL BEAD KNIT SWEATER,Round neck long sleeve sweater. Side slit at hem with metal bead appliqués.,49.9,USD,2024-02-19 09:10:41.519426,woman,44760.299999999996,2024-02
182866,Aisle,No,Clothing,Yes,1552,Zara,KNIT SWEATER WITH BUTTONS,Basic sweater with round neck and long sleeves. Side button details at shoulders.,39.9,USD,2024-02-19 09:10:42.016223,woman,61924.799999999996,2024-02
148230,Front of Store,Yes,Clothing,No,2494,Zara,JEWEL KNIT SWEATER,Round neck sweater with jewel appliqués and long sleeves. Back opening with button closure.,59.9,USD,2024-02-19 09:10:42.593244,woman,149390.6,2024-02
126979,Front of Store,No,Clothing,No,2141,Zara,KNIT SWEATER WITH PIPING,Round neck long sleeve sweater. Contrasting piping detail. Rib trim.,49.9,USD,2024-02-19 09:10:43.379668,woman,106835.9,2024-02
135521,End-cap,No,Clothing,Yes,2835,Zara,FINE KNIT CROP SWEATER,Cropped fine knit sweater with round neck and long sleeves.,39.9,USD,2024-02-19 09:10:43.883037,woman,113116.5,2024-02
185809,End-cap,No,Clothing,No,622,Zara,KNIT SWEATER WITH RIPS,Round neck long sleeve sweater. Openwork detail with rips.,49.9,USD,2024-02-19 09:10:44.463883,woman,31037.8,2024-02
171520,End-cap,Yes,Clothing,Yes,2901,Zara,GATHERED WAIST KNIT SWEATER,Round neck long sleeve sweater. Fitted waist with side ruching.,47.9,USD,2024-02-19 09:10:45.009106,woman,138957.9,2024-02
122926,End-cap,No,Clothing,No,867,Zara,KNIT V-NECK SWEATER,V-neck sweater with long sleeves. Rib trim.,45.9,USD,2024-02-19 09:10:45.631804,woman,39795.299999999996,2024-02
150953,Front of Store,Yes,Clothing,Yes,2434,Zara,BASIC FOIL KNIT SWEATER,Round neck long sleeve sweater. Rib trim.,35.9,USD,2024-02-19 09:10:46.121269,woman,87380.59999999999,2024-02
115873,End-cap,Yes,Clothing,Yes,2606,Zara,CONTRAST TOPSTITCHING CROP KNIT SWEATER,V-neck cropped sweater with long sleeves. Front patch pockets. Contrast topstitching.,59.9,USD,2024-02-19 09:10:46.622912,woman,156099.4,2024-02
115581,Aisle,No,Clothing,Yes,2728,Zara,STRIPED CROP KNIT SWEATER,Long sleeve high collar cropped sweater. Frayed hem.,47.9,USD,2024-02-19 09:10:47.341785,woman,130671.2,2024-02
183634,Front of Store,Yes,Clothing,Yes,2778,Zara,BASIC KNIT SWEATER,Long sleeve round neck sweater. Side vents at hem. Rib trim.,27.9,USD,2024-02-19 09:10:48.087091,woman,77506.2,2024-02
122484,Aisle,Yes,Clothing,Yes,558,Zara,V-NECK KNIT SWEATER,V-neck sweater with long sleeves. Side vents at hem.,47.9,USD,2024-02-19 09:10:48.719383,woman,26728.2,2024-02
183574,Aisle,Yes,Clothing,Yes,1752,Zara,FOIL KNIT CROP SWEATER,Ribbed sweater with round neck and long sleeves. Ripped hem.,47.9,USD,2024-02-19 09:10:49.285266,woman,83920.8,2024-02
185307,Front of Store,No,Clothing,Yes,2743,Zara,BASIC 100% WOOL SWEATER,Sweater made of 100% wool. Round neck and long sleeves. Ribbed trim.,7.99,USD,2024-02-19 09:10:49.913569,woman,21916.57,2024-02
118719,End-cap,No,Clothing,Yes,1669,Zara,COLORBLOCK KNIT CROP SWEATER,Short sweater with round neck and long sleeves.,45.9,USD,2024-02-19 09:10:50.612150,woman,76607.09999999999,2024-02
134788,Front of Store,No,Clothing,No,2179,Zara,FINE KNIT SWEATER,V-neck sweater with long sleeves.,45.9,USD,2024-02-19 09:10:51.189028,woman,100016.09999999999,2024-02
140142,Front of Store,Yes,Clothing,No,606,Zara,KNIT OPEN BACK PEARLY SWEATER,High collar sweater with long sleeves. Open back detail and pearl appliqués. Back button closure.,49.9,USD,2024-02-19 09:10:51.785857,woman,30239.399999999998,2024-02
153997,End-cap,No,Clothing,Yes,1608,Zara,KNIT PEARL SWEATER,Round neck long sleeve sweater. Tonal pearl appliqués and open back with tie.,45.9,USD,2024-02-19 09:10:52.485772,woman,73807.2,2024-02
123230,Aisle,No,Clothing,Yes,880,Zara,STRIPED TEXTURED OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,69.9,USD,2024-02-19 08:51:28.667099,man,61512.00000000001,2024-02
154676,Aisle,No,Clothing,No,943,Zara,FLEECE OVERSHIRT,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,69.9,USD,2024-02-19 08:51:29.090402,man,65915.70000000001,2024-02
152985,Aisle,Yes,Clothing,Yes,1049,Zara,PLAID OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Front button closure.,89.9,USD,2024-02-19 08:51:29.625821,man,94305.1,2024-02
175584,Front of Store,No,Clothing,No,2084,Zara,BAGGY FIT JEANS LIMITED EDITION,Baggy jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,2024-02-19 08:54:37.718200,man,145671.6,2024-02
147491,End-cap,No,Clothing,No,1563,Zara,BAGGY BELTED JEANS,Baggy jeans. Self belt at waist. Front pockets and back patch pockets. Washed effect. Front button closure.,59.9,USD,2024-02-19 08:54:38.277368,man,93623.7,2024-02
198283,End-cap,Yes,Clothing,Yes,1558,Zara,BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,2024-02-19 08:54:39.017964,man,108904.20000000001,2024-02
141547,End-cap,No,Clothing,No,1426,Zara,BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,69.9,USD,2024-02-19 08:54:39.496146,man,99677.40000000001,2024-02
156342,Front of Store,Yes,Clothing,Yes,1466,Zara,FLARED FIT CARGO JEANS,Flared jeans. Patch pockets with flaps at hip. Patch pocket appliqués at legs. Washed effect. Adjustable hem with zippers. Front zipper and crossover button closure.,109.0,USD,2024-02-19 08:54:39.950692,man,159794.0,2024-02
186083,End-cap,No,Clothing,Yes,624,Zara,PLEATED WIDE FIT JEANS,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,49.9,USD,2024-02-19 08:54:40.548942,man,31137.6,2024-02
171776,Aisle,Yes,Clothing,No,1685,Zara,DENIM SHIRT,Relaxed fit shirt made of denim fabric. Lapel collar and short sleeves. Chest patch pocket. Washed effect. Front button closure.,12.99,USD,2024-02-19 08:54:41.113222,man,21888.15,2024-02
134429,Aisle,No,Clothing,No,2914,Zara,RIPPED STRAIGHT FIT JEANS,Straight fit jeans. Five pockets. Washed effect with rips at legs. Front button closure.,69.9,USD,2024-02-19 08:54:41.651379,man,203688.6,2024-02
172816,Aisle,No,Clothing,Yes,1524,Zara,TEXTURED SWEATER,Sweater made of 30% wool thread. Round neck and long sleeves. Rib trim.,69.9,USD,2024-02-19 08:54:44.291927,man,106527.6,2024-02
